anime_id,Name,English name,Score,Genres,Synopsis,Type,Episodes,Aired,Premiered,Status,Studios,Source,Duration,Rating,Image URL
232,Hoshi no Koe,Voices of a Distant Star,7.12,"Award Winning, Drama, Romance, Sci-Fi","It is the year 2046, Noboru Terao and Mikako Nagamine are close friends who will soon be graduating junior high school. But after an alien attack on humanity, Mikako is selected for the UN military space expedition set to retaliate against the aliens. Separated, Noboru and Mikako attempt to keep in touch by sending emails to each other with their cell phones. Yet as the expedition journeys farther from Earth, the time it takes for them to transmit and receive each other's messages increases substantially.

Hoshi no Koe revolves around the relationship between this couple as they try to stay connected despite the growing distance between them.",OVA,1,"Feb 2, 2002",UNKNOWN,Finished Airing,CoMix Wave Films,Original,24 min,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1980/112997.jpg
233,Ikkitousen,Ikki Tousen: Battle Vixens,6.39,Ecchi,"In the Kanto region, seven high schools fight to the death for absolute power. Each fighter is the reincarnation of a glorious warrior from the Three Kingdoms period, placing them in a perilous endeavor to overcome their often cruel destinies. Among them is the airheaded Hakufu Sonsaku, a student at Nanyou Academy whoâ€”despite possessing brilliant martial art abilitiesâ€”is deemed to be killed at a young age by the ruthless Ukitsu.

However, her fellow classmate Koukin Shuuyu is tasked by Hakufu's mother to protect his cousin from this grim fate. To add to his burden, Hakufu is subject to sudden bursts of anger, where she loses consciousness and unleashes a destructive power that threatens her own life. Together with Nanyou's ""Big Four,"" Hakufu and Shuuyu will have to foil the plans of their main rival schools and uncover the true nature of Hakufu's powers before it is too late.",TV,13,"Jul 30, 2003 to Oct 22, 2003",summer 2003,Finished Airing,J.C.Staff,Manga,24 min per ep,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/1097/133583.jpg
234,Hitsuji no Uta,UNKNOWN,6.15,"Drama, Horror","Kazuna's family has a history of suffering from a disease that creates an uncontrollable vampire-like thirst for blood. Knowing none of this, Kazuna was sent to live with the Eda couple as a child. As the sickness begins to show signs of being present within himself, he comes into contact with his older sister, Chizuna, who has been suffering from it since early childhood. Knowing that the sickness incurs a heavy weight upon those that suffer from it, Chizuna tries to ease her brother's burden, to help him learn to control his urges, but... 

(Source: ANN)",OVA,4,"May 25, 2003 to Feb 25, 2004",UNKNOWN,Finished Airing,Madhouse,Manga,30 min per ep,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/7/18066.jpg
235,Happyâ˜†Lesson,UNKNOWN,6.6,"Comedy, Romance","One guy. Five girls. One roof. It's a recycled idea, but it never gets old. Happy Lesson is a kinetic take on an old genre.

Chitose shares his house with five ladies. One might think the continued attention of this many girls would be a good thing, but too much attention can prove to be painful. Did I mention they're also instructors at his school (hence the title)? Not only is he the subject of their abuse at home, but at school as well. Even when things finally calm down at night, all the rooms are taken so Chitose must sleep on the couch.

(Source: AniDB)",OVA,5,"Jul 19, 2001 to May 23, 2003",UNKNOWN,Finished Airing,"Studio Kyuuma, Venet, Chaos Project",Unknown,30 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/6/15349.jpg
236,Happyâ˜†Lesson (TV),UNKNOWN,6.61,"Comedy, Drama, Romance","Hitotose Chitose was always alone and untrusting of people but when 5 female teachers appear and started living together with him in his family's house as his mothers, things started to change and pick up, together with Hazuki-nee and Minazuki (his 2 sisters) everyday is a lesson. 

(Source: ANN)",TV,13,"Apr 1, 2002 to Jun 30, 2002",spring 2002,Finished Airing,Studio Hibari,Manga,23 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/3/75576.jpg
237,Happyâ˜†Lesson Advance,UNKNOWN,6.77,"Comedy, Romance","Hitotose Chitose is now living together with his 5 teachers as his mothers when a mysterious girl appears and becomes their neighbor which turns out that that person is Nagatsuki Kuron who wants Mu-chan to be her mother so another sibling rivalry ensues as to who would end up as Mu-chan's child. 

(Source: ANN)",TV,13,"Jul 3, 2003 to Sep 28, 2003",summer 2003,Finished Airing,Studio Hibari,Manga,24 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/7/75575.jpg
238,Happyâ˜†Lesson The Final,UNKNOWN,6.76,"Comedy, Romance","When Mitsuki learns that the highschool is going to destroy the old school building, she is saddened at the thought of so many memories being erased. Chitose and the rest of the moms spring into action to stop the demolition. During their efforts, Fumitsuki, Chitose, and Mitsuki finally realize their true feelings.

(Source: ANN)",OVA,3,"May 25, 2004 to Oct 22, 2004",UNKNOWN,Finished Airing,Studio Ranmaru,Manga,30 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/11/75578.jpg
239,Hajime no Ippo,Fighting Spirit,8.76,Sports,"In his father's absence, teenager Ippo Makunouchi works hard to help his mother run her fishing boat rental business. Ippo's timid nature, his lack of sleep, and the sea smell make him an easy target for relentless bullies who leave him bruised and beaten on a daily basis. Mamoru Takamura, an up-and-coming boxer, rescues Ippo from a violent after-school incident and takes him back to the Kamogawa Boxing Gym for recovery. Takamura and his fellow boxers, Masaru Aoki and Tatsuya Kimura, are stunned by Ippo's powerful punchesâ€”a result of strong muscles developed through years serving his physically taxing family business. 

Following brief training under Takamura, Ippo impresses the other boxers in a practice match against prodigy Ichirou Miyata. He gains a rival in Miyata and a coach in Genji Kamogawa, the gym owner and a former boxer himself. As Ippo takes the first steps in his official boxing career, he faces off against a series of challenging opponents, each more powerful than the last. Victory, loss, and a cycle of dedicated training await Ippo on his journey to achieve greatness. With his tough body and unstoppable fighting spirit, the kind young man seeks to take on the world.",TV,75,"Oct 4, 2000 to Mar 27, 2002",fall 2000,Finished Airing,Madhouse,Manga,23 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/4/86334.jpg
240,Hajime no Ippo: Champion Road,Fighting Spirit: Champion Road,8.26,Sports,"The challenger has become the champion as Ippo Makunouchi now wears the featherweight championship belt of Japan. 
Some time has passed since Ippo's victory, and he has found his friends and coach as supportive as ever; his crush, Kumi Mashiba, seems to enjoy spending time with him as well. Things are looking bright for the new champion, but just as he once set his sights on becoming the best, his first challenger poses an intimidating threat. 

Kazuki Sanada works as a doctor at the same hospital as Kumi and fights strategically. Known for integrating his knowledge of the human body into his fights, Sanada is a fearsome contenderâ€”however, more unnerving than his physical ability, he has garnered the support of the nurses. Despite being the champion, Ippo feels the pressure as he must face the daunting challenge, retain his belt, and win over the girl he loves.",Special,1,"Apr 18, 2003",UNKNOWN,Finished Airing,Madhouse,Manga,1 hr 30 min,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/9/2361.jpg
241,Hajime no Ippo: Mashiba vs. Kimura,UNKNOWN,8.23,Sports,"Tatsuya Kimura is beginning to feel left behind. With his friends Ippo Makunouchi and Mamoru Takamura holding the championship belt in their respective weight classes, Kimura's inability to become Japan's Junior Lightweight boxing champion eats away at him. Scheduled to fight with the current champion Ryo Mashiba, Kimura begins to train with Ippo's rival Ichirou Miyata, who previously suffered a crushing defeat from Mashiba's signature ""Hitman"" style of boxing.

But Mashiba has his own desire to hold onto the belt, hoping to soon shoot for the World title and secure financial stability for his sister Kumi. Will Kimura's overwhelming drive to prove his strength as a boxer overcome Mashiba's desperate wish to provide a better life for Kumi?",OVA,1,"Sep 5, 2003",UNKNOWN,Finished Airing,Madhouse,Manga,1 hr 1 min,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/4/64737.jpg
242,Gunparade March: Arata Naru Kougunka,Gunparade March: A New Song for the March,6.73,"Action, Drama, Romance, Sci-Fi","It began in 1945, at the end of the Pacific War. Alien invaders filled the earth's Skies, and mankind was forced to confront an unprecedented threat. For the first time in human history, people of all cultures came together under one banner.

This war has now been raging for over fifty years. Countless lives have been lost, and the Japanese military is now forced to rely on young people such as Atsushi Hayami and his high school class, also known as Unit 5121. This new generation fearlessly struggles on with the aid of the HWT humanoid combat machines and the devastating PBE bomb.

(Source: Media Blasters)",TV,12,"Feb 6, 2003 to Apr 24, 2003",winter 2003,Finished Airing,J.C.Staff,Game,23 min per ep,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/13/75520.jpg
243,Gungrave,Gungrave,7.83,"Action, Drama, Sci-Fi","Brandon Heat and Harry MacDowel, two friends so close they could be called brothers, receive an abrupt and violent reminder one fateful day of how appallingly merciless the world around them can be. Their whole lives before then were simple and easygoing, consisting largely of local brawls, seducing women, and committing petty theft to make a living and pass the time. What they failed to realize is that in this cruel world, happiness is fleeting, and change is inevitable.

Enter Millennion, the largest and most infamous mafia syndicate in the area, which accepts Brandon and Harry into their ranks and starts them at the bottom of the food chain. Harry has ambitions to ascend the ranks and one day replace Big Daddy as the supreme leader of Millennion, while Brandon only wishes to support his friend and appease Big Daddy who has taken custody of the woman Brandon loves.

Based off the third-person shooter video game under the same name, Gungrave is an epic story of friendship, betrayal, and avarice that spans the course of several years, ultimately tying back to the gripping and foreboding first episode, all the while building up to the story's thrilling conclusion.",TV,26,"Oct 7, 2003 to Mar 30, 2004",fall 2003,Finished Airing,Madhouse,Game,25 min per ep,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/11/75724.jpg
